locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCJPFIPA_01015	gene	210				
NCJPFIPA_01015	CDS	210				hypothetical protein
NCJPFIPA_01016	gene	1374	xylP			
NCJPFIPA_01016	CDS	1374	xylP			Isoprimeverose transporter
NCJPFIPA_01017	gene	2040				
NCJPFIPA_01017	CDS	2040				hypothetical protein
NCJPFIPA_01018	gene	894	nhaR			
NCJPFIPA_01018	CDS	894	nhaR		COG0583	Transcriptional activator protein NhaR
NCJPFIPA_01019	gene	1167	nhaA			
NCJPFIPA_01019	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NCJPFIPA_01020	gene	1716	assT_2			
NCJPFIPA_01020	CDS	1716	assT_2	2.8.2.22		Arylsulfate sulfotransferase AssT
NCJPFIPA_01021	gene	1248				
NCJPFIPA_01021	CDS	1248				hypothetical protein
NCJPFIPA_01022	gene	1191	chuR_2			
NCJPFIPA_01022	CDS	1191	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NCJPFIPA_01023	gene	1494				
NCJPFIPA_01023	CDS	1494		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NCJPFIPA_01024	gene	762				
NCJPFIPA_01024	CDS	762				hypothetical protein
NCJPFIPA_01025	gene	1563	mggB			
NCJPFIPA_01025	CDS	1563	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
NCJPFIPA_01026	gene	1719	assT_3			
NCJPFIPA_01026	CDS	1719	assT_3	2.8.2.22		Arylsulfate sulfotransferase AssT
NCJPFIPA_01027	gene	219				
NCJPFIPA_01027	CDS	219				hypothetical protein
NCJPFIPA_01028	gene	1005	leuO_1			
NCJPFIPA_01028	CDS	1005	leuO_1			HTH-type transcriptional regulator LeuO
NCJPFIPA_01029	gene	450				
NCJPFIPA_01029	CDS	450				hypothetical protein
NCJPFIPA_01030	gene	288				
NCJPFIPA_01030	CDS	288				hypothetical protein
NCJPFIPA_01031	gene	846				
NCJPFIPA_01031	CDS	846				hypothetical protein
NCJPFIPA_01032	gene	732	ycbF			
NCJPFIPA_01032	CDS	732	ycbF		COG3121	putative fimbrial chaperone YcbF
NCJPFIPA_01033	gene	519	fimF_1			
NCJPFIPA_01033	CDS	519	fimF_1			Protein FimF
NCJPFIPA_01034	gene	546	ycbU			
NCJPFIPA_01034	CDS	546	ycbU		COG3539	putative fimbrial-like protein YcbU
NCJPFIPA_01035	gene	1008	sfmH_1			
NCJPFIPA_01035	CDS	1008	sfmH_1			putative fimbrial-like protein SfmH
NCJPFIPA_01036	gene	2622	elfC_1			
NCJPFIPA_01036	CDS	2622	elfC_1		COG3188	putative outer membrane usher protein ElfC
NCJPFIPA_01037	gene	687	sfmC_1			
NCJPFIPA_01037	CDS	687	sfmC_1			putative fimbrial chaperone SfmC
NCJPFIPA_01038	gene	543	elfA			
NCJPFIPA_01038	CDS	543	elfA			Laminin-binding fimbrial subunit ElfA
NCJPFIPA_01039	gene	705	iprA_1			
NCJPFIPA_01039	CDS	705	iprA_1			Inhibitor of hydrogen peroxide resistance
NCJPFIPA_01040	gene	2997				
NCJPFIPA_01040	CDS	2997				hypothetical protein
NCJPFIPA_01041	gene	2100				
NCJPFIPA_01041	CDS	2100				hypothetical protein
NCJPFIPA_01042	gene	444				
NCJPFIPA_01042	CDS	444				hypothetical protein
NCJPFIPA_01043	gene	534				
NCJPFIPA_01043	CDS	534				hypothetical protein
NCJPFIPA_01044	gene	375				
NCJPFIPA_01044	CDS	375				hypothetical protein
NCJPFIPA_01045	gene	948	ybdO_1			
NCJPFIPA_01045	CDS	948	ybdO_1			putative HTH-type transcriptional regulator YbdO
NCJPFIPA_01046	gene	1140	dnaJ_1			
NCJPFIPA_01046	CDS	1140	dnaJ_1		COG0484	Chaperone protein DnaJ
NCJPFIPA_01047	gene	1917	dnaK_1			
NCJPFIPA_01047	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
NCJPFIPA_01048	gene	405				
NCJPFIPA_01048	CDS	405				hypothetical protein
NCJPFIPA_01049	gene	714				
NCJPFIPA_01049	CDS	714				hypothetical protein
NCJPFIPA_01050	gene	567	satP			
NCJPFIPA_01050	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
NCJPFIPA_01051	gene	591	mog			
NCJPFIPA_01051	CDS	591	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
NCJPFIPA_01052	gene	954	talB			
NCJPFIPA_01052	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
NCJPFIPA_01053	gene	1431	alsT_1			
NCJPFIPA_01053	CDS	1431	alsT_1		COG1115	Amino-acid carrier protein AlsT
NCJPFIPA_01054	gene	774	yaaA			
NCJPFIPA_01054	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
NCJPFIPA_01055	gene	1287	thrC			
NCJPFIPA_01055	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
NCJPFIPA_01056	gene	930	thrB			
NCJPFIPA_01056	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
NCJPFIPA_01057	gene	2463	thrA			
NCJPFIPA_01057	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
NCJPFIPA_01058	gene	687	trmL_1			
NCJPFIPA_01058	CDS	687	trmL_1	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
NCJPFIPA_01059	gene	717	arcA_1			
NCJPFIPA_01059	CDS	717	arcA_1		COG0745	Aerobic respiration control protein ArcA
NCJPFIPA_01060	gene	315				
NCJPFIPA_01060	CDS	315				hypothetical protein
NCJPFIPA_01061	gene	672	iprA_2			
NCJPFIPA_01061	CDS	672	iprA_2			Inhibitor of hydrogen peroxide resistance
NCJPFIPA_01062	gene	546	fimF_2			
NCJPFIPA_01062	CDS	546	fimF_2			Protein FimF
NCJPFIPA_01063	gene	684	lpfB_1			
NCJPFIPA_01063	CDS	684	lpfB_1			putative fimbrial chaperone LpfB
NCJPFIPA_01064	gene	2538	fimD_1			
NCJPFIPA_01064	CDS	2538	fimD_1		COG3188	Outer membrane usher protein FimD
NCJPFIPA_01065	gene	558				
NCJPFIPA_01065	CDS	558				hypothetical protein
NCJPFIPA_01066	gene	1086				
NCJPFIPA_01066	CDS	1086				hypothetical protein
NCJPFIPA_01067	gene	1350	creD			
NCJPFIPA_01067	CDS	1350	creD		COG4452	Inner membrane protein CreD
NCJPFIPA_01068	gene	1425	creC			
NCJPFIPA_01068	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
NCJPFIPA_01069	gene	690	creB			
NCJPFIPA_01069	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
NCJPFIPA_01070	gene	489				
NCJPFIPA_01070	CDS	489				hypothetical protein
NCJPFIPA_01071	gene	108				
NCJPFIPA_01071	CDS	108				hypothetical protein
NCJPFIPA_01072	gene	870	rob_2			
NCJPFIPA_01072	CDS	870	rob_2		COG2207	Right origin-binding protein
NCJPFIPA_01073	gene	94				
NCJPFIPA_01073	tRNA	94				tRNA-Gly(tcc)
NCJPFIPA_01074	gene	516	yjjX			
NCJPFIPA_01074	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
NCJPFIPA_01075	gene	327	trpR			
NCJPFIPA_01075	CDS	327	trpR		COG2973	Trp operon repressor
NCJPFIPA_01076	gene	1938	slt			
NCJPFIPA_01076	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
NCJPFIPA_01077	gene	1668	ettA			
NCJPFIPA_01077	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
NCJPFIPA_01078	gene	1233	nadR			
NCJPFIPA_01078	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
NCJPFIPA_01079	gene	1383	radA			
NCJPFIPA_01079	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
NCJPFIPA_01080	gene	969	serB			
NCJPFIPA_01080	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
NCJPFIPA_01081	gene	645	ytjB			
NCJPFIPA_01081	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
NCJPFIPA_01082	gene	1014	lplA			
NCJPFIPA_01082	CDS	1014	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
NCJPFIPA_01083	gene	690	gltF_1			
NCJPFIPA_01083	CDS	690	gltF_1			Protein GltF
NCJPFIPA_01084	gene	690	gltF_2			
NCJPFIPA_01084	CDS	690	gltF_2			Protein GltF
NCJPFIPA_01085	gene	708	yraI			
NCJPFIPA_01085	CDS	708	yraI			putative fimbrial chaperone YraI
NCJPFIPA_01086	gene	2196	yraJ			
NCJPFIPA_01086	CDS	2196	yraJ		COG3188	Outer membrane usher protein YraJ
NCJPFIPA_01087	gene	573				
NCJPFIPA_01087	CDS	573				hypothetical protein
NCJPFIPA_01088	gene	720	deoD			
NCJPFIPA_01088	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
NCJPFIPA_01089	gene	1224	deoB			
NCJPFIPA_01089	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
NCJPFIPA_01090	gene	1323	deoA			
NCJPFIPA_01090	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
NCJPFIPA_01091	gene	780	deoC			
NCJPFIPA_01091	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
NCJPFIPA_01092	gene	1551	yjjI			
NCJPFIPA_01092	CDS	1551	yjjI			putative protein YjjI
NCJPFIPA_01093	gene	864	yjjW			
NCJPFIPA_01093	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
NCJPFIPA_01094	gene	774	yjjV			
NCJPFIPA_01094	CDS	774	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
NCJPFIPA_01095	gene	1095				
NCJPFIPA_01095	CDS	1095				hypothetical protein
NCJPFIPA_01096	gene	162				
NCJPFIPA_01096	CDS	162				hypothetical protein
NCJPFIPA_01097	gene	618	osmY_3			
NCJPFIPA_01097	CDS	618	osmY_3		COG2823	Osmotically-inducible protein Y
NCJPFIPA_01098	gene	1590	prfC			
NCJPFIPA_01098	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
NCJPFIPA_01099	gene	681	yjjG			
NCJPFIPA_01099	CDS	681	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
NCJPFIPA_01100	gene	447	rimI			
NCJPFIPA_01100	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
NCJPFIPA_01101	gene	438	holD			
NCJPFIPA_01101	CDS	438	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
NCJPFIPA_01102	gene	1029	rsmC			
NCJPFIPA_01102	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
NCJPFIPA_01103	gene	87				
NCJPFIPA_01103	tRNA	87				tRNA-Leu(cag)
NCJPFIPA_01104	gene	87				
NCJPFIPA_01104	tRNA	87				tRNA-Leu(cag)
NCJPFIPA_01105	gene	237				
NCJPFIPA_01105	CDS	237				hypothetical protein
NCJPFIPA_01106	gene	1065				
NCJPFIPA_01106	CDS	1065				hypothetical protein
NCJPFIPA_01107	gene	789	fhuF			
NCJPFIPA_01107	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
NCJPFIPA_01108	gene	459				
NCJPFIPA_01108	CDS	459				hypothetical protein
NCJPFIPA_01109	gene	420	bglJ			
NCJPFIPA_01109	CDS	420	bglJ		COG2197	Transcriptional activator protein BglJ
NCJPFIPA_01110	gene	99				
NCJPFIPA_01110	CDS	99				hypothetical protein
NCJPFIPA_01111	gene	726	yjjQ			
NCJPFIPA_01111	CDS	726	yjjQ			Putative transcription factor YjjQ
NCJPFIPA_01112	gene	945	yjjP			
NCJPFIPA_01112	CDS	945	yjjP		COG2966	Inner membrane protein YjjP
NCJPFIPA_01113	gene	474				
NCJPFIPA_01113	CDS	474				hypothetical protein
NCJPFIPA_01114	gene	540	dnaT			
NCJPFIPA_01114	CDS	540	dnaT			Primosomal protein 1
NCJPFIPA_01115	gene	738	dnaC_1			
NCJPFIPA_01115	CDS	738	dnaC_1		COG1484	DNA replication protein DnaC
NCJPFIPA_01116	gene	462				
NCJPFIPA_01116	CDS	462				hypothetical protein
NCJPFIPA_01117	gene	2292	mdoB			
NCJPFIPA_01117	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
NCJPFIPA_01118	gene	1011	frlB_1			
NCJPFIPA_01118	CDS	1011	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
NCJPFIPA_01119	gene	1062	glmS_1			
NCJPFIPA_01119	CDS	1062	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NCJPFIPA_01120	gene	849	manZ_1			
NCJPFIPA_01120	CDS	849	manZ_1		COG3716	PTS system mannose-specific EIID component
NCJPFIPA_01121	gene	780	agaC_1			
NCJPFIPA_01121	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
NCJPFIPA_01122	gene	462	sorB_1			
NCJPFIPA_01122	CDS	462	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
NCJPFIPA_01123	gene	423				
NCJPFIPA_01123	CDS	423				hypothetical protein
NCJPFIPA_01124	gene	2694	dgaR_1			
NCJPFIPA_01124	CDS	2694	dgaR_1			Transcriptional regulatory protein DagR
NCJPFIPA_01125	gene	1662	tsr_1			
NCJPFIPA_01125	CDS	1662	tsr_1		COG0840	Methyl-accepting chemotaxis protein I
NCJPFIPA_01126	gene	2151	btsT			
NCJPFIPA_01126	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
NCJPFIPA_01127	gene	204				
NCJPFIPA_01127	CDS	204				hypothetical protein
NCJPFIPA_01128	gene	957	yjiA			
NCJPFIPA_01128	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
NCJPFIPA_01129	gene	303				
NCJPFIPA_01129	CDS	303				hypothetical protein
NCJPFIPA_01130	gene	288				
NCJPFIPA_01130	CDS	288				hypothetical protein
NCJPFIPA_01131	gene	915	mrr			
NCJPFIPA_01131	CDS	915	mrr		COG1715	Mrr restriction system protein
NCJPFIPA_01132	gene	3510				
NCJPFIPA_01132	CDS	3510				hypothetical protein
NCJPFIPA_01133	gene	1590	hsdM			
NCJPFIPA_01133	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
NCJPFIPA_01134	gene	1410	hsdS			
NCJPFIPA_01134	CDS	1410	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
NCJPFIPA_01135	gene	333	symE_1			
NCJPFIPA_01135	CDS	333	symE_1	3.1.-.-		Toxic protein SymE
NCJPFIPA_01136	gene	702				
NCJPFIPA_01136	CDS	702				hypothetical protein
NCJPFIPA_01137	gene	165				
NCJPFIPA_01137	CDS	165				hypothetical protein
NCJPFIPA_01138	gene	1371	sad_2			
NCJPFIPA_01138	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
NCJPFIPA_01139	gene	516				
NCJPFIPA_01139	CDS	516				hypothetical protein
NCJPFIPA_01140	gene	1242	mdtM			
NCJPFIPA_01140	CDS	1242	mdtM			Multidrug resistance protein MdtM
NCJPFIPA_01141	gene	1272				
NCJPFIPA_01141	CDS	1272				hypothetical protein
NCJPFIPA_01142	gene	1185				
NCJPFIPA_01142	CDS	1185				hypothetical protein
NCJPFIPA_01143	gene	672				
NCJPFIPA_01143	CDS	672				hypothetical protein
NCJPFIPA_01144	gene	462	yjiG			
NCJPFIPA_01144	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
NCJPFIPA_01145	gene	1173	iadA			
NCJPFIPA_01145	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
NCJPFIPA_01146	gene	909	yjiE_1			
NCJPFIPA_01146	CDS	909	yjiE_1			HTH-type transcriptional regulator YjiE
NCJPFIPA_01147	gene	735	racX			
NCJPFIPA_01147	CDS	735	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
NCJPFIPA_01148	gene	447				
NCJPFIPA_01148	CDS	447				hypothetical protein
NCJPFIPA_01149	gene	1014	trpS2			
NCJPFIPA_01149	CDS	1014	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
NCJPFIPA_01150	gene	726	lldR_1			
NCJPFIPA_01150	CDS	726	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
NCJPFIPA_01151	gene	528				
NCJPFIPA_01151	CDS	528				hypothetical protein
NCJPFIPA_01152	gene	462				
NCJPFIPA_01152	CDS	462				hypothetical protein
NCJPFIPA_01153	gene	912				
NCJPFIPA_01153	CDS	912				hypothetical protein
NCJPFIPA_01154	gene	996	nucS			
NCJPFIPA_01154	CDS	996	nucS	3.1.-.-		Endonuclease NucS
NCJPFIPA_01155	gene	609				
NCJPFIPA_01155	CDS	609				hypothetical protein
NCJPFIPA_01156	gene	297				
NCJPFIPA_01156	CDS	297				hypothetical protein
NCJPFIPA_01157	gene	258				
NCJPFIPA_01157	CDS	258				hypothetical protein
NCJPFIPA_01158	gene	1626	COQ3			
NCJPFIPA_01158	CDS	1626	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
NCJPFIPA_01159	gene	717	yeeN			
NCJPFIPA_01159	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
NCJPFIPA_01160	gene	108				
NCJPFIPA_01160	CDS	108				hypothetical protein
NCJPFIPA_01161	gene	315				
NCJPFIPA_01161	CDS	315				hypothetical protein
NCJPFIPA_01162	gene	609				
NCJPFIPA_01162	CDS	609				hypothetical protein
NCJPFIPA_01163	gene	603				
NCJPFIPA_01163	CDS	603				hypothetical protein
NCJPFIPA_01164	gene	3642				
NCJPFIPA_01164	CDS	3642				hypothetical protein
NCJPFIPA_01165	gene	3678				
NCJPFIPA_01165	CDS	3678				hypothetical protein
NCJPFIPA_01166	gene	1092				
NCJPFIPA_01166	CDS	1092				hypothetical protein
NCJPFIPA_01167	gene	813				
NCJPFIPA_01167	CDS	813				hypothetical protein
NCJPFIPA_01168	gene	2604				
NCJPFIPA_01168	CDS	2604				hypothetical protein
NCJPFIPA_01169	gene	2085	lon_1			
NCJPFIPA_01169	CDS	2085	lon_1	3.4.21.53		Lon protease
NCJPFIPA_01170	gene	1008				
NCJPFIPA_01170	CDS	1008				hypothetical protein
NCJPFIPA_01171	gene	3516	recD2			
NCJPFIPA_01171	CDS	3516	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
NCJPFIPA_01172	gene	288	intS			
NCJPFIPA_01172	CDS	288	intS		COG0582	Prophage integrase IntS
NCJPFIPA_01173	gene	85				
NCJPFIPA_01173	tRNA	85				tRNA-Leu(caa)
NCJPFIPA_01174	gene	1020	ahr			
NCJPFIPA_01174	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
NCJPFIPA_01175	gene	531	gntK_1			
NCJPFIPA_01175	CDS	531	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
NCJPFIPA_01176	gene	1032	idnD			
NCJPFIPA_01176	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
NCJPFIPA_01177	gene	765	idnO			
NCJPFIPA_01177	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
NCJPFIPA_01178	gene	1320	idnT			
NCJPFIPA_01178	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
NCJPFIPA_01179	gene	999	gntR_1			
NCJPFIPA_01179	CDS	999	gntR_1			HTH-type transcriptional regulator GntR
NCJPFIPA_01180	gene	1083	lptG			
NCJPFIPA_01180	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
NCJPFIPA_01181	gene	1101	lptF			
NCJPFIPA_01181	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
NCJPFIPA_01182	gene	1512	pepA			
NCJPFIPA_01182	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
NCJPFIPA_01183	gene	483	holC			
NCJPFIPA_01183	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
NCJPFIPA_01184	gene	2856	valS			
NCJPFIPA_01184	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NCJPFIPA_01185	gene	1188	yjgN			
NCJPFIPA_01185	CDS	1188	yjgN		COG4269	Inner membrane protein YjgN
NCJPFIPA_01186	gene	504				
NCJPFIPA_01186	CDS	504				hypothetical protein
NCJPFIPA_01187	gene	489				
NCJPFIPA_01187	CDS	489				hypothetical protein
NCJPFIPA_01188	gene	765				
NCJPFIPA_01188	CDS	765				hypothetical protein
NCJPFIPA_01189	gene	417	rraB			
NCJPFIPA_01189	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
NCJPFIPA_01190	gene	1005	argI			
NCJPFIPA_01190	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
NCJPFIPA_01191	gene	453	tabA_2			
NCJPFIPA_01191	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
NCJPFIPA_01192	gene	1221	arcA_2			
NCJPFIPA_01192	CDS	1221	arcA_2	3.5.3.6	COG2235	Arginine deiminase
NCJPFIPA_01193	gene	933	arcC1			
NCJPFIPA_01193	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
NCJPFIPA_01194	gene	1005	argF			
NCJPFIPA_01194	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
NCJPFIPA_01195	gene	1404				
NCJPFIPA_01195	CDS	1404				hypothetical protein
NCJPFIPA_01196	gene	489	argR_1			
NCJPFIPA_01196	CDS	489	argR_1			Arginine repressor
NCJPFIPA_01197	gene	102				
NCJPFIPA_01197	CDS	102				hypothetical protein
NCJPFIPA_01198	gene	936	pyrB			
NCJPFIPA_01198	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
NCJPFIPA_01199	gene	462	pyrI			
NCJPFIPA_01199	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
NCJPFIPA_01200	gene	387	ridA			
NCJPFIPA_01200	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NCJPFIPA_01201	gene	447				
NCJPFIPA_01201	CDS	447				hypothetical protein
NCJPFIPA_01202	gene	2709	mgtA			
NCJPFIPA_01202	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
NCJPFIPA_01203	gene	948	treR			
NCJPFIPA_01203	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
NCJPFIPA_01204	gene	582	treB_1			
NCJPFIPA_01204	CDS	582	treB_1		COG1263	PTS system trehalose-specific EIIBC component
NCJPFIPA_01205	gene	876	treB_2			
NCJPFIPA_01205	CDS	876	treB_2		COG1263	PTS system trehalose-specific EIIBC component
NCJPFIPA_01206	gene	1653	treC			
NCJPFIPA_01206	CDS	1653	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
NCJPFIPA_01207	gene	2139	nrdD			
NCJPFIPA_01207	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
NCJPFIPA_01208	gene	465	nrdG			
NCJPFIPA_01208	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
NCJPFIPA_01209	gene	285	relE_2			
NCJPFIPA_01209	CDS	285	relE_2	3.1.-.-	COG2026	mRNA interferase toxin RelE
NCJPFIPA_01210	gene	243	relB			
NCJPFIPA_01210	CDS	243	relB		COG3077	Antitoxin RelB
NCJPFIPA_01211	gene	1914	licR			
NCJPFIPA_01211	CDS	1914	licR		COG1762	putative licABCH operon regulator
NCJPFIPA_01212	gene	741	dgaF_1			
NCJPFIPA_01212	CDS	741	dgaF_1	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
NCJPFIPA_01213	gene	1119	dgaE_1			
NCJPFIPA_01213	CDS	1119	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
NCJPFIPA_01214	gene	1134				
NCJPFIPA_01214	CDS	1134		3.1.1.-	COG3964	Deacetylase
NCJPFIPA_01215	gene	645				
NCJPFIPA_01215	CDS	645				hypothetical protein
NCJPFIPA_01216	gene	777				
NCJPFIPA_01216	CDS	777				hypothetical protein
NCJPFIPA_01217	gene	303				
NCJPFIPA_01217	CDS	303				hypothetical protein
NCJPFIPA_01218	gene	363				
NCJPFIPA_01218	CDS	363				hypothetical protein
NCJPFIPA_01219	gene	330				
NCJPFIPA_01219	CDS	330				hypothetical protein
NCJPFIPA_01220	gene	387	cybC			
NCJPFIPA_01220	CDS	387	cybC		COG3783	Soluble cytochrome b562
NCJPFIPA_01221	gene	1353	pmbA			
NCJPFIPA_01221	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
NCJPFIPA_01222	gene	552				
NCJPFIPA_01222	CDS	552				hypothetical protein
NCJPFIPA_01223	gene	885				
NCJPFIPA_01223	CDS	885				hypothetical protein
NCJPFIPA_01224	gene	816				
NCJPFIPA_01224	CDS	816				hypothetical protein
NCJPFIPA_01225	gene	1227	csbX			
NCJPFIPA_01225	CDS	1227	csbX		COG0477	Alpha-ketoglutarate permease
NCJPFIPA_01226	gene	1023	iolG_1			
NCJPFIPA_01226	CDS	1023	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
NCJPFIPA_01227	gene	1941	iolD			
NCJPFIPA_01227	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
NCJPFIPA_01228	gene	1932	iolC_1			
NCJPFIPA_01228	CDS	1932	iolC_1	2.7.1.92		5-dehydro-2-deoxygluconokinase
NCJPFIPA_01229	gene	1167	yfcJ_1			
NCJPFIPA_01229	CDS	1167	yfcJ_1			putative MFS-type transporter YfcJ
NCJPFIPA_01230	gene	834	iolI			
NCJPFIPA_01230	CDS	834	iolI	5.3.99.11	COG1082	Inosose isomerase
NCJPFIPA_01231	gene	1344				
NCJPFIPA_01231	CDS	1344				hypothetical protein
NCJPFIPA_01232	gene	1011	iolG_2			
NCJPFIPA_01232	CDS	1011	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase
NCJPFIPA_01233	gene	906	iolE			
NCJPFIPA_01233	CDS	906	iolE	4.2.1.44	COG1082	Inosose dehydratase
NCJPFIPA_01234	gene	876	rhaR_3			
NCJPFIPA_01234	CDS	876	rhaR_3			HTH-type transcriptional activator RhaR
NCJPFIPA_01235	gene	1506	bauC			
NCJPFIPA_01235	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
NCJPFIPA_01236	gene	810	iolB			
NCJPFIPA_01236	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
NCJPFIPA_01237	gene	1437	xylE_1			
NCJPFIPA_01237	CDS	1437	xylE_1			D-xylose-proton symporter
NCJPFIPA_01238	gene	180				
NCJPFIPA_01238	CDS	180				hypothetical protein
NCJPFIPA_01239	gene	1434	xylE_2			
NCJPFIPA_01239	CDS	1434	xylE_2			D-xylose-proton symporter
NCJPFIPA_01240	gene	834	hexR_1			
NCJPFIPA_01240	CDS	834	hexR_1		COG1737	HTH-type transcriptional regulator HexR
NCJPFIPA_01241	gene	315				
NCJPFIPA_01241	CDS	315				hypothetical protein
